MESA,TOTALMESAS,ELECTORES,EMITIDOS,PORCENTAJE,COLEGIO,COMUNA,CIRCUNSCRIPCION,APRUEBO,RECHAZO
52M,1,275,118,42.91,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,92,26
53M,1,260,124,47.69,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,95,28
54M,1,265,111,41.89,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,83,28
55M,1,277,127,45.85,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,98,26
56M,1,267,132,49.44,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,100,31
57M,1,264,125,47.35,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,93,30
58M,1,259,118,45.56,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,96,21
59M,1,265,109,41.13,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,83,26
60M,1,248,131,52.82,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,IQUIQUE,102,29
21M,1,265,102,38.49,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,77,24
22M,1,256,87,33.98,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,65,22
23M,1,269,109,40.52,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,79,29
24M,1,261,106,40.61,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,85,20
25M,1,271,99,36.53,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,70,29
26M,1,263,113,42.97,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,89,23
27M,1,267,97,36.33,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,68,26
28M,1,296,105,35.47,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,66,31
29M,1,261,104,39.85,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,84,20
30M,1,273,129,47.25,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,99,30
31M,1,266,104,39.1,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,85,18
32M,1,276,104,37.68,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,78,26
33M,1,265,120,45.28,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,92,28
34M,1,282,108,38.3,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,81,27
35M,1,267,98,36.7,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,76,22
36M,1,270,107,39.63,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,85,21
37M,1,269,113,42.01,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,83,28
38M,1,276,101,36.59,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,71,27
39M,1,268,131,48.88,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,98,32
40M,1,272,122,44.85,ESCUELA PLACIDO VILLARROEL,IQUIQUE,IQUIQUE,91,29
178M,1,255,139,54.51,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,112,26
179M,1,256,137,53.52,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,110,27
180M,1,246,132,53.66,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,95,35
181M,1,242,104,42.98,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,82,22
182M,1,243,116,47.74,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,100,16
184M,1,235,128,54.47,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,100,27
185M,1,240,141,58.75,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,105,36
186M,1,238,129,54.2,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,103,26
187M,1,230,123,53.48,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,92,31
188M,1,230,117,50.87,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,90,27
189M,1,245,125,51.02,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,91,31
190M,1,233,118,50.64,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,90,27
191M,1,236,108,45.76,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,83,25
192M,1,254,135,53.15,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,97,37
193M,1,230,119,51.74,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,91,28
194M,1,233,125,53.65,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,88,35
195M,1,233,114,48.93,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,88,25
196M,1,239,124,51.88,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,88,36
197M,1,248,127,51.21,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,101,26
198M-258,1,449,203,45.21,INSTITUTO COMERCIAL DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,IQUIQUE,155,48
243,1,265,108,40.75,LICEO ATENEA,IQUIQUE,IQUIQUE,94,14
244,1,293,102,34.81,LICEO ATENEA,IQUIQUE,IQUIQUE,84,16
245,1,246,87,35.37,LICEO ATENEA,IQUIQUE,IQUIQUE,76,11
246,1,308,96,31.17,LICEO ATENEA,IQUIQUE,IQUIQUE,81,13
247,1,289,89,30.8,LICEO ATENEA,IQUIQUE,IQUIQUE,75,14
248,1,289,75,25.95,LICEO ATENEA,IQUIQUE,IQUIQUE,64,10
249,1,313,78,24.92,LICEO ATENEA,IQUIQUE,IQUIQUE,60,18
250,1,285,50,17.54,LICEO ATENEA,IQUIQUE,IQUIQUE,41,9
251,1,234,106,45.3,LICEO ATENEA,IQUIQUE,IQUIQUE,83,23
252,1,239,104,43.51,LICEO ATENEA,IQUIQUE,IQUIQUE,88,15
253,1,231,101,43.72,LICEO ATENEA,IQUIQUE,IQUIQUE,81,20
254,1,229,98,42.79,LICEO ATENEA,IQUIQUE,IQUIQUE,67,31
255,1,238,86,36.13,LICEO ATENEA,IQUIQUE,IQUIQUE,63,22
256,1,228,85,37.28,LICEO ATENEA,IQUIQUE,IQUIQUE,64,20
257,1,257,103,40.08,LICEO ATENEA,IQUIQUE,IQUIQUE,78,25
259,1,234,100,42.74,LICEO ATENEA,IQUIQUE,IQUIQUE,76,24
260,1,238,77,32.35,LICEO ATENEA,IQUIQUE,IQUIQUE,56,21
261,1,231,91,39.39,LICEO ATENEA,IQUIQUE,IQUIQUE,72,19
263,1,237,92,38.82,LICEO ATENEA,IQUIQUE,IQUIQUE,70,22
264,1,235,131,55.74,LICEO ATENEA,IQUIQUE,IQUIQUE,112,19
118M,1,256,135,52.73,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,105,30
119M,1,245,109,44.49,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,87,21
120M,1,256,136,53.12,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,108,27
121M,1,244,136,55.74,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,116,20
122M,1,252,145,57.54,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,110,34
123M,1,261,147,56.32,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,117,29
124M,1,250,126,50.4,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,80,46
125M,1,244,112,45.9,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,90,22
126M-202M,1,450,231,51.33,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,181,48
127M,1,243,135,55.56,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,104,29
128M,1,242,124,51.24,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,101,23
129M,1,265,137,51.7,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,107,30
130M,1,258,132,51.16,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,108,24
131M,1,247,117,47.37,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,90,27
132M,1,248,122,49.19,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,101,21
133M,1,244,119,48.77,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,96,23
134M-207M,1,448,230,51.34,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,170,60
135M,1,252,136,53.97,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,111,25
136M,1,248,141,56.85,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,117,24
137M,1,245,127,51.84,LICEO BICENTENARIO SANTA MARIA,IQUIQUE,IQUIQUE,97,29
70V,1,254,118,46.46,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,94,23
71V,1,261,124,47.51,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,102,20
72V,1,261,131,50.19,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,108,23
73V,1,248,116,46.77,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,90,25
74V,1,263,107,40.68,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,92,15
75V,1,270,147,54.44,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,124,23
76V,1,271,126,46.49,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,101,25
77V,1,270,144,53.33,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,113,31
78V,1,262,138,52.67,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,110,27
79V,1,250,121,48.4,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,92,28
80V,1,270,127,47.04,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,99,27
81V,1,263,150,57.03,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,119,31
82V,1,245,133,54.29,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,115,18
83V,1,250,144,57.6,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,114,30
84V,1,247,122,49.39,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,96,22
85V,1,259,135,52.12,LICEO COLEGIO DEPORTIVO,IQUIQUE,IQUIQUE,108,27
199M,1,250,135,54.0,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,102,31
200M,1,228,107,46.93,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,83,24
203M-215V,1,450,252,56.0,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,194,55
204M,1,228,133,58.33,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,106,27
205M,1,235,138,58.72,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,96,42
206M,1,237,122,51.48,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,93,28
208M,1,253,146,57.71,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,123,23
209M,1,249,91,36.55,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,73,18
1V,1,281,56,19.93,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,36,20
2V,1,280,70,25.0,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,54,16
3V,1,297,79,26.6,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,59,19
4V,1,279,85,30.47,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,55,29
5V,1,267,90,33.71,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,68,22
6V,1,269,93,34.57,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,70,23
7V,1,269,93,34.57,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,75,17
8V,1,251,105,41.83,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,80,24
9V,1,257,90,35.02,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,69,20
10V,1,254,91,35.83,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,IQUIQUE,74,16
1M-265,1,439,158,35.99,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,110,48
2M,1,277,79,28.52,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,58,21
3M,1,262,70,26.72,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,50,20
4M,1,266,83,31.2,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,13,64
5M,1,266,81,30.45,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,58,23
6M,1,252,90,35.71,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,69,21
7M,1,268,89,33.21,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,69,20
8M,1,262,88,33.59,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,60,28
9M,1,273,93,34.07,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,68,25
10M-179V,1,449,178,39.64,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,127,51
11M,1,264,88,33.33,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,66,22
12M,1,273,108,39.56,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,76,32
13M,1,263,100,38.02,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,73,27
14M,1,271,107,39.48,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,82,25
15M,1,259,95,36.68,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,69,24
16M,1,269,89,33.09,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,65,23
17M,1,270,102,37.78,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,80,22
18M,1,279,120,43.01,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,97,22
19M,1,275,101,36.73,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,69,31
20M,1,273,111,40.66,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,IQUIQUE,85,25
182V,1,248,124,50.0,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,102,22
183V,1,254,112,44.09,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,87,24
184V,1,245,84,34.29,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,58,25
185V,1,236,89,37.71,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,67,21
186V,1,246,100,40.65,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,70,29
187V,1,233,112,48.07,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,78,34
188V,1,242,124,51.24,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,94,27
189V,1,239,125,52.3,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,86,38
190V,1,252,112,44.44,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,71,41
191V,1,239,128,53.56,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,91,37
192V,1,256,85,33.2,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,57,28
193V,1,236,101,42.8,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,66,35
194V,1,260,113,43.46,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,73,39
195V,1,250,119,47.6,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,80,37
196V,1,257,123,47.86,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,95,28
197V,1,261,115,44.06,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,100,14
198V,1,239,112,46.86,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,91,21
199V,1,254,137,53.94,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,110,27
200V,1,248,112,45.16,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,94,17
201V,1,251,131,52.19,LICEO MARIA AUXILIADORA,IQUIQUE,IQUIQUE,98,32
138M,1,250,122,48.8,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,93,29
139M-183M,1,450,224,49.78,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,184,39
140M,1,248,129,52.02,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,103,26
141M,1,243,96,39.51,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,79,17
142M,1,251,119,47.41,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,91,28
143M,1,243,126,51.85,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,109,17
144M,1,258,130,50.39,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,103,26
145M-201M,1,450,212,47.11,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,160,51
146M,1,247,143,57.89,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,104,39
147M,1,248,123,49.6,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,99,17
148M,1,243,130,53.5,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,95,33
149M,1,240,104,43.33,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,82,22
150M,1,240,123,51.25,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,96,26
151M,1,247,113,45.75,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,85,27
152M,1,260,131,50.38,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,98,31
153M-227V,1,446,209,46.86,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,165,44
154M,1,234,121,51.71,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,97,24
155M,1,233,112,48.07,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,88,24
156M,1,240,107,44.58,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,86,20
157M,1,239,114,47.7,LICEO POLITECNICO JOSE GUTIERREZ DE LA FUENTE,IQUIQUE,IQUIQUE,88,26
101,1,342,190,55.56,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,194,41
102,1,343,168,48.98,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,194,41
103,1,343,201,58.6,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,124,74
104,1,347,179,51.59,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,133,52
105,1,346,186,53.76,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,151,42
106,1,343,188,54.81,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,129,38
107,1,344,184,53.49,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,134,54
108,1,340,187,55.0,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,131,50
109,1,345,196,56.81,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,133,55
110,1,336,173,51.49,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,130,41
111,1,340,187,55.0,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,135,52
112,1,341,193,56.6,COLEGIO ANTAMARA,IQUIQUE,IQUIQUE SUR,129,52
51,1,342,177,51.75,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,132,43
52,1,342,180,52.63,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,127,53
53,1,346,0,0.0,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,133,53
54,1,345,210,60.87,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,155,55
55,1,349,199,57.02,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,147,52
56,1,344,171,49.71,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,128,43
57,1,343,191,55.69,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,134,57
58,1,342,193,56.43,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,134,57
59,1,343,0,0.0,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,132,47
60,1,341,193,56.6,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,143,50
61,1,342,193,56.43,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,156,35
62,1,344,185,53.78,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,145,39
63,1,341,172,50.44,COLEGIO BAJO MOLLE,IQUIQUE,IQUIQUE SUR,125,44
39,1,346,192,55.49,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,150,41
40,1,344,181,52.62,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,142,39
41,1,346,189,54.62,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,145,44
42,1,343,160,46.65,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,122,38
43,1,347,196,56.48,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,140,55
44,1,345,187,54.2,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,138,48
45,1,341,170,49.85,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,127,43
46,1,345,176,51.01,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,140,36
47,1,342,192,56.14,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,142,49
48,1,344,199,57.85,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,153,46
49,1,344,186,54.07,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,142,44
50,1,344,181,52.62,COLEGIO ESPANA,IQUIQUE,IQUIQUE SUR,139,42
76,1,340,185,54.41,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,144,41
77,1,340,188,55.29,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,137,51
78,1,343,167,48.69,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,130,37
79,1,342,189,55.26,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,132,56
80,1,345,196,56.81,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,144,52
81,1,339,183,53.98,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,129,54
82,1,345,190,55.07,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,139,51
83,1,345,182,52.75,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,141,40
84,1,338,194,57.4,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,137,56
85,1,341,181,53.08,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,132,49
86,1,339,199,58.7,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,150,49
87,1,340,176,51.76,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,129,45
88,1,342,201,58.77,COLEGIO HISPANO BRITANICO IQUIQUE,IQUIQUE,IQUIQUE SUR,150,50
64,1,337,180,53.41,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,124,56
65,1,344,191,55.52,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,152,38
66,1,342,191,55.85,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,140,51
67,1,341,186,54.55,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,143,41
68,1,345,202,58.55,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,149,53
69,1,343,205,59.77,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,156,49
70,1,345,193,55.94,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,143,50
71,1,341,178,52.2,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,128,50
72,1,343,178,51.9,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,143,34
73,1,343,185,53.94,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,135,48
74,1,343,185,53.94,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,128,57
75,1,343,179,52.19,COLEGIO HUMBERSTONE,IQUIQUE,IQUIQUE SUR,126,53
89,1,339,187,55.16,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,143,42
90,1,339,184,54.28,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,144,40
91,1,340,174,51.18,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,125,47
92,1,342,177,51.75,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,136,41
93,1,344,192,55.81,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,147,45
94,1,341,175,51.32,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,135,40
95,1,339,161,47.49,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,115,46
96,1,336,180,53.57,COLEGIO MAHATMA GANDHI,IQUIQUE,IQUIQUE SUR,143,37
